; index, empty, ペパーミント, ほうじ茶, 紅茶, ;
1,16.012,13.415,13.687,15.018,;
2,13.565,11.712,12.049,12.912,;
3,13.672,12.342,12.291,13.068,;
4,13.719,12.582,12.344,13.13,;
5,16.289,14.683,14.366,15.474,;
6,16.203,14.389,14.103,15.321,;
7,18.444,16.863,16.485,18.026,;
8,18.444,16.383,16.34,17.953,;
9,18.444,15.993,16.218,17.886,;
0,16.065,13.54,13.813,15.106,;
1,16.011,13.426,13.688,15.021,;
2,13.563,11.712,12.049,12.913,;
3,13.667,12.34,12.298,13.07,;
4,13.725,12.582,12.349,13.13,;
5,16.296,14.705,14.367,15.476,;
6,16.203,14.388,14.117,15.314,;
7,18.444,16.863,16.487,18.036,;
8,18.444,16.392,16.342,17.953,;
9,18.444,15.999,16.223,17.883,;
0,16.065,13.533,13.813,15.114,;
1,16.017,13.414,13.679,15.014,;
2,13.563,11.717,12.052,12.913,;
3,13.674,12.342,12.3,13.068,;
4,13.721,12.579,12.346,13.13,;
5,16.296,14.7,14.369,15.485,;
6,16.207,14.4,14.108,15.314,;
7,18.444,16.859,16.493,18.034,;
8,18.444,16.388,16.351,17.951,;
9,18.444,16.009,16.223,17.889,;
0,16.071,13.538,13.81,15.106,;
1,16.016,13.415,13.685,15.01,;
2,13.569,11.714,12.05,12.91,;
3,13.67,12.341,12.294,13.068,;
4,13.72,12.584,12.35,13.128,;
5,16.295,14.698,14.371,15.472,;
6,16.209,14.399,14.107,15.312,;
7,18.444,16.863,16.498,18.021,;
8,18.444,16.387,16.345,17.948,;
9,18.444,16.005,16.223,17.887,;
0,16.065,13.545,13.81,15.111,;
1,16.02,13.419,13.687,15.022,;
2,13.572,11.714,12.055,12.911,;
3,13.672,12.342,12.294,13.064,;
4,13.724,12.582,12.352,13.127,;
5,16.297,14.698,14.373,15.477,;
6,16.207,14.404,14.114,15.313,;
7,18.444,16.866,16.497,18.029,;
8,18.444,16.379,16.355,17.951,;
9,18.444,16.007,16.225,17.892,;
0,16.074,13.537,13.817,15.113,;
1,16.013,13.416,13.696,15.015,;
2,13.562,11.716,12.057,12.908,;
3,13.672,12.342,12.3,13.068,;
4,13.73,12.582,12.351,13.134,;
5,16.314,14.705,14.375,15.477,;
6,16.21,14.387,14.111,15.324,;
7,18.444,16.867,16.494,18.03,;
8,18.444,16.397,16.36,17.96,;
9,18.444,16.001,16.234,17.889,;
0,16.07,13.545,13.81,15.108,;
1,16.018,13.427,13.688,15.025,;
2,13.568,11.712,12.056,12.909,;
3,13.667,12.341,12.3,13.062,;
4,13.723,12.58,12.352,13.13,;
5,16.299,14.698,14.375,15.478,;
6,16.207,14.382,14.115,15.313,;
7,18.444,16.868,16.498,18.031,;
8,18.444,16.381,16.355,17.956,;
9,18.444,16.007,16.235,17.882,;
0,16.07,13.542,13.811,15.11,;
1,16.018,13.424,13.692,15.016,;
2,13.568,11.714,12.056,12.912,;
3,13.671,12.342,12.3,13.072,;
4,13.723,12.581,12.354,13.128,;
5,16.299,14.698,14.376,15.473,;
6,16.208,14.383,14.118,15.326,;
7,18.444,16.867,16.508,18.036,;
8,18.444,16.385,16.363,17.953,;
9,18.444,16.006,16.233,17.89,;
0,16.071,13.539,13.821,15.11,;
1,16.018,13.419,13.692,15.017,;
2,13.569,11.72,12.05,12.911,;
3,13.67,12.344,12.303,13.07,;
4,13.723,12.583,12.358,13.131,;
5,16.296,14.702,14.376,15.476,;
6,16.209,14.406,14.119,15.315,;
7,18.444,16.871,16.507,18.025,;
8,18.444,16.394,16.36,17.949,;
9,18.444,16.003,16.236,17.894,;
0,16.071,13.54,13.817,15.111,;
1,16.013,13.435,13.694,15.015,;
2,13.567,11.72,12.06,12.914,;
3,13.675,12.345,12.3,13.073,;
4,13.726,12.582,12.351,13.13,;
5,16.292,14.703,14.38,15.479,;
6,16.205,14.406,14.116,15.326,;
7,18.444,16.866,16.498,18.04,;
8,18.444,16.398,16.359,17.956,;
9,18.444,16.002,16.227,17.887,;
0,16.065,13.542,13.814,15.106,;
1,16.016,13.437,13.694,15.015,;
2,13.565,11.714,12.06,12.913,;
3,13.672,12.346,12.305,13.068,;
4,13.731,12.582,12.355,13.136,;
5,16.312,14.703,14.379,15.487,;
6,16.211,14.391,14.115,15.324,;
7,18.444,16.873,16.507,18.035,;
8,18.444,16.389,16.369,17.956,;
9,18.444,16.008,16.233,17.887,;
0,16.078,13.544,13.818,15.115,;
1,16.02,13.437,13.698,15.018,;
2,13.567,11.722,12.062,12.913,;
3,13.674,12.346,12.303,13.068,;
4,13.727,12.586,12.356,13.135,;
5,16.296,14.703,14.378,15.48,;
6,16.211,14.398,14.123,15.326,;
7,18.444,16.869,16.503,18.031,;
8,18.444,16.389,16.364,17.962,;
9,18.444,16.015,16.237,17.889,;
0,16.074,13.557,13.824,15.11,;
1,16.016,13.425,13.698,15.02,;
2,13.567,11.722,12.058,12.915,;
3,13.672,12.349,12.303,13.072,;
4,13.727,12.586,12.352,13.134,;
5,16.299,14.708,14.385,15.476,;
6,16.208,14.406,14.123,15.32,;
7,18.444,16.878,16.512,18.038,;
8,18.444,16.399,16.373,17.957,;
9,18.444,16.024,16.245,17.893,;
0,16.071,13.545,13.821,15.113,;
1,16.02,13.433,13.698,15.019,;
2,13.573,11.722,12.063,12.917,;
3,13.678,12.346,12.302,13.072,;
4,13.722,12.585,12.352,13.133,;
5,16.308,14.704,14.38,15.478,;
6,16.208,14.39,14.126,15.321,;
7,18.444,16.872,16.517,18.04,;
8,18.444,16.391,16.369,17.954,;
9,18.444,16.009,16.239,17.897,;
0,16.076,13.554,13.827,15.116,;
1,16.025,13.431,13.708,15.027,;
2,13.567,11.726,12.063,12.916,;
3,13.674,12.348,12.307,13.069,;
4,13.731,12.586,12.353,13.134,;
5,16.314,14.707,14.388,15.475,;
6,16.205,14.412,14.123,15.323,;
7,18.444,16.873,16.508,18.039,;
8,18.444,16.399,16.369,17.961,;
9,18.444,16.017,16.247,17.898,;
0,16.077,13.555,13.833,15.123,;
1,16.009,13.435,13.699,15.018,;
2,13.565,11.72,12.064,12.914,;
3,13.667,12.348,12.305,13.072,;
4,13.725,12.587,12.358,13.128,;
5,16.31,14.712,14.383,15.476,;
6,16.21,14.389,14.129,15.331,;
7,18.444,16.879,16.511,18.04,;
8,18.444,16.401,16.373,17.965,;
9,18.444,16.015,16.244,17.898,;
0,16.073,13.557,13.83,15.116,;
1,16.019,13.427,13.707,15.021,;
2,13.565,11.724,12.063,12.915,;
3,13.671,12.349,12.309,13.071,;
4,13.731,12.588,12.363,13.131,;
5,16.315,14.709,14.385,15.481,;
6,16.21,14.406,14.13,15.321,;
7,18.444,16.878,16.513,18.039,;
8,18.444,16.399,16.381,17.963,;
9,18.444,16.027,16.246,17.9,;
0,16.073,13.551,13.829,15.117,;
1,16.018,13.43,13.703,15.016,;
2,13.565,11.724,12.061,12.914,;
3,13.671,12.349,12.31,13.07,;
4,13.727,12.587,12.363,13.133,;
5,16.311,14.71,14.385,15.48,;
6,16.211,14.392,14.127,15.321,;
7,18.444,16.876,16.511,18.043,;
8,18.444,16.408,16.373,17.966,;
9,18.444,16.021,16.247,17.894,;
0,16.081,13.555,13.829,15.115,;
1,16.018,13.444,13.706,15.025,;
2,13.571,11.732,12.07,12.915,;
3,13.674,12.349,12.311,13.072,;
4,13.725,12.589,12.362,13.134,;
5,16.314,14.707,14.389,15.484,;
6,16.215,14.407,14.129,15.328,;
7,18.444,16.879,16.515,18.029,;
8,18.444,16.403,16.38,17.969,;
9,18.444,16.023,16.248,17.9,;
0,16.073,13.555,13.835,15.116,;
1,16.023,13.433,13.708,15.023,;
2,13.569,11.729,12.066,12.921,;
3,13.678,12.353,12.313,13.078,;
4,13.725,12.589,12.36,13.136,;
5,16.312,14.708,14.39,15.485,;
6,16.207,14.396,14.132,15.326,;
7,18.444,16.881,16.524,18.038,;
8,18.444,16.399,16.375,17.966,;
9,18.444,16.028,16.25,17.892,;
0,16.082,13.564,13.83,15.116,;
1,16.017,13.444,13.707,15.026,;
2,13.572,11.729,12.062,12.913,;
3,13.676,12.352,12.312,13.07,;
4,13.732,12.588,12.36,13.14,;
5,16.315,14.714,14.393,15.482,;
6,16.211,14.408,14.135,15.326,;
7,18.444,16.874,16.527,18.051,;
8,18.444,16.4,16.38,17.969,;
9,18.444,16.034,16.257,17.891,;
0,16.074,13.56,13.839,15.118,;
1,16.023,13.436,13.715,15.03,;
2,13.577,11.725,12.067,12.914,;
3,13.679,12.352,12.313,13.068,;
4,13.729,12.589,12.361,13.134,;
5,16.313,14.714,14.387,15.486,;
6,16.216,14.406,14.137,15.324,;
7,18.444,16.885,16.528,18.043,;
8,18.444,16.414,16.382,17.963,;
9,18.444,16.031,16.264,17.897,;
0,16.072,13.555,13.838,15.12,;
1,16.022,13.44,13.716,15.025,;
2,13.571,11.729,12.072,12.914,;
3,13.676,12.354,12.312,13.072,;
4,13.729,12.591,12.357,13.139,;
5,16.312,14.722,14.391,15.482,;
6,16.211,14.418,14.14,15.326,;
7,18.444,16.89,16.531,18.045,;
8,18.444,16.406,16.383,17.963,;
9,18.444,16.021,16.257,17.898,;
0,16.075,13.556,13.838,15.122,;
1,16.025,13.442,13.715,15.024,;
2,13.567,11.734,12.066,12.919,;
3,13.678,12.354,12.318,13.074,;
4,13.727,12.59,12.369,13.136,;
5,16.314,14.713,14.392,15.482,;
6,16.215,14.414,14.133,15.326,;
7,18.444,16.886,16.526,18.04,;
8,18.444,16.416,16.393,17.966,;
9,18.444,16.03,16.253,17.897,;
0,16.081,13.569,13.837,15.12,;
1,16.028,13.451,13.717,15.026,;
2,13.567,11.729,12.07,12.915,;
3,13.674,12.354,12.313,13.072,;
4,13.726,12.591,12.369,13.134,;
5,16.311,14.716,14.393,15.486,;
6,16.211,14.414,14.137,15.333,;
7,18.444,16.894,16.528,18.044,;
8,18.444,16.419,16.39,17.97,;
9,18.444,16.038,16.26,17.896,;
0,16.084,13.559,13.848,15.123,;
1,16.03,13.442,13.715,15.029,;
2,13.57,11.736,12.072,12.921,;
3,13.675,12.355,12.313,13.072,;
4,13.724,12.59,12.364,13.137,;
5,16.317,14.718,14.393,15.488,;
6,16.215,14.419,14.136,15.335,;
7,18.444,16.883,16.535,18.046,;
8,18.444,16.419,16.387,17.97,;
9,18.444,16.038,16.263,17.9,;
0,16.077,13.561,13.837,15.119,;
1,16.026,13.44,13.719,15.026,;
2,13.569,11.735,12.07,12.917,;
3,13.679,12.354,12.313,13.072,;
4,13.727,12.593,12.371,13.136,;
5,16.308,14.718,14.397,15.486,;
6,16.205,14.42,14.142,15.331,;
7,18.444,16.885,16.537,18.043,;
8,18.444,16.417,16.394,17.963,;
9,18.444,16.039,16.265,17.897,;
0,16.08,13.568,13.839,15.118,;
1,16.028,13.46,13.722,15.031,;
2,13.569,11.734,12.07,12.923,;
3,13.678,12.352,12.316,13.074,;
4,13.729,12.593,12.374,13.141,;
5,16.314,14.714,14.401,15.497,;
6,16.21,14.412,14.145,15.325,;
7,18.444,16.892,16.539,18.047,;
8,18.444,16.424,16.4,17.969,;
9,18.444,16.042,16.266,17.904,;
0,16.088,13.565,13.845,15.128,;
1,16.027,13.442,13.723,15.03,;
2,13.572,11.732,12.073,12.916,;
3,13.675,12.352,12.317,13.073,;
4,13.73,12.594,12.372,13.138,;
5,16.318,14.716,14.395,15.496,;
6,16.214,14.42,14.146,15.336,;
7,18.444,16.887,16.54,18.047,;
8,18.444,16.425,16.397,17.973,;
9,18.444,16.039,16.272,17.903,;
0,16.078,13.577,13.851,15.122,;
1,16.032,13.455,13.726,15.027,;
2,13.577,11.742,12.068,12.919,;
3,13.678,12.357,12.314,13.074,;
4,13.73,12.597,12.37,13.135,;
5,16.315,14.722,14.397,15.486,;
6,16.214,14.407,14.145,15.333,;
7,18.444,16.894,16.538,18.042,;
8,18.444,16.428,16.392,17.966,;
9,18.444,16.041,16.271,17.9,;
0,16.078,13.572,13.846,15.123,;
1,16.035,13.455,13.721,15.029,;
2,13.571,11.738,12.078,12.916,;
3,13.673,12.356,12.316,13.074,;
4,13.729,12.594,12.374,13.139,;
5,16.312,14.716,14.408,15.491,;
6,16.218,14.407,14.145,15.326,;
7,18.444,16.893,16.548,18.054,;
8,18.444,16.42,16.395,17.971,;
9,18.444,16.05,16.273,17.904,;
0,16.088,13.567,13.85,15.122,;
1,16.03,13.448,13.73,15.03,;
2,13.578,11.738,12.077,12.921,;
3,13.677,12.357,12.323,13.075,;
4,13.729,12.594,12.369,13.139,;
5,16.312,14.719,14.402,15.481,;
6,16.215,14.422,14.149,15.328,;
7,18.444,16.898,16.543,18.047,;
8,18.444,16.425,16.405,17.967,;
9,18.444,16.041,16.272,17.9,;
0,16.081,13.577,13.851,15.12,;
1,16.025,13.451,13.726,15.028,;
2,13.568,11.739,12.07,12.921,;
3,13.678,12.36,12.322,13.075,;
4,13.733,12.598,12.378,13.131,;
5,16.324,14.722,14.407,15.485,;
6,16.223,14.412,14.151,15.337,;
7,18.444,16.899,16.539,18.051,;
8,18.444,16.429,16.397,17.963,;
9,18.444,16.048,16.28,17.906,;
0,16.08,13.572,13.854,15.124,;
1,16.026,13.46,13.729,15.029,;
2,13.578,11.742,12.079,12.92,;
3,13.679,12.36,12.322,13.075,;
4,13.733,12.595,12.378,13.142,;
5,16.312,14.719,14.411,15.483,;
6,16.219,14.416,14.156,15.329,;
7,18.444,16.898,16.554,18.046,;
8,18.444,16.424,16.405,17.969,;
9,18.444,16.052,16.285,17.906,;
0,16.086,13.577,13.86,15.115,;
1,16.023,13.459,13.732,15.03,;
2,13.573,11.745,12.079,12.918,;
3,13.679,12.36,12.323,13.079,;
4,13.731,12.595,12.378,13.141,;
5,16.316,14.721,14.404,15.501,;
6,16.221,14.42,14.152,15.332,;
7,18.444,16.902,16.551,18.05,;
8,18.444,16.43,16.411,17.97,;
9,18.444,16.056,16.281,17.911,;
0,16.077,13.576,13.859,15.124,;
1,16.03,13.454,13.733,15.03,;
2,13.571,11.742,12.082,12.92,;
3,13.679,12.361,12.324,13.072,;
4,13.735,12.595,12.375,13.138,;
5,16.324,14.719,14.408,15.492,;
6,16.217,14.43,14.148,15.328,;
7,18.444,16.903,16.544,18.049,;
8,18.444,16.429,16.41,17.973,;
9,18.444,16.047,16.284,17.909,;
0,16.077,13.577,13.851,15.125,;
1,16.031,13.465,13.734,15.029,;
2,13.571,11.738,12.081,12.921,;
3,13.678,12.364,12.326,13.074,;
4,13.734,12.599,12.375,13.138,;
5,16.314,14.724,14.408,15.49,;
6,16.221,14.414,14.148,15.338,;
7,18.444,16.903,16.547,18.044,;
8,18.444,16.432,16.408,17.974,;
9,18.444,16.047,16.284,17.904,;
0,16.085,13.578,13.853,15.122,;
1,16.035,13.46,13.728,15.029,;
2,13.572,11.746,12.079,12.924,;
3,13.678,12.36,12.324,13.078,;
4,13.731,12.599,12.374,13.136,;
5,16.314,14.724,14.416,15.49,;
6,16.214,14.422,14.152,15.338,;
7,18.444,16.904,16.552,18.054,;
8,18.444,16.433,16.41,17.981,;
9,18.444,16.052,16.28,17.908,;
0,16.085,13.588,13.859,15.123,;
1,16.03,13.461,13.731,15.032,;
2,13.57,11.743,12.083,12.925,;
3,13.681,12.365,12.326,13.079,;
4,13.729,12.6,12.38,13.14,;
5,16.318,14.727,14.418,15.489,;
6,16.217,14.43,14.158,15.336,;
7,18.444,16.903,16.556,18.058,;
8,18.444,16.442,16.409,17.978,;
9,18.444,16.059,16.29,17.913,;
0,16.083,13.583,13.856,15.127,;
1,16.031,13.477,13.742,15.034,;
2,13.568,11.749,12.086,12.918,;
3,13.683,12.365,12.326,13.075,;
4,13.728,12.596,12.378,13.136,;
5,16.319,14.728,14.415,15.493,;
6,16.217,14.433,14.161,15.335,;
7,18.444,16.904,16.558,18.051,;
8,18.444,16.442,16.418,17.98,;
9,18.444,16.049,16.289,17.913,;
0,16.081,13.594,13.856,15.13,;
1,16.035,13.461,13.738,15.032,;
2,13.58,11.749,12.083,12.921,;
3,13.683,12.365,12.326,13.076,;
4,13.732,12.6,12.381,13.139,;
5,16.319,14.731,14.414,15.487,;
6,16.214,14.437,14.157,15.336,;
7,18.444,16.908,16.554,18.052,;
8,18.444,16.446,16.407,17.979,;
9,18.444,16.056,16.283,17.913,;
0,16.085,13.586,13.863,15.128,;
1,16.031,13.465,13.746,15.03,;
2,13.579,11.748,12.085,12.92,;
3,13.676,12.367,12.326,13.077,;
4,13.731,12.602,12.383,13.143,;
5,16.32,14.732,14.415,15.492,;
6,16.217,14.434,14.159,15.335,;
7,18.444,16.91,16.554,18.056,;
8,18.444,16.427,16.413,17.977,;
9,18.444,16.059,16.286,17.915,;
0,16.082,13.588,13.864,15.122,;
1,16.033,13.469,13.738,15.036,;
2,13.58,11.755,12.085,12.924,;
3,13.678,12.369,12.333,13.079,;
4,13.729,12.603,12.383,13.143,;
5,16.319,14.727,14.417,15.493,;
6,16.217,14.436,14.166,15.341,;
7,18.444,16.91,16.568,18.055,;
8,18.444,16.447,16.415,17.98,;
9,18.444,16.071,16.296,17.915,;
0,16.083,13.585,13.869,15.126,;
1,16.038,13.479,13.736,15.034,;
2,13.579,11.749,12.085,12.927,;
3,13.677,12.367,12.331,13.075,;
4,13.731,12.601,12.38,13.141,;
5,16.321,14.729,14.412,15.494,;
6,16.221,14.422,14.167,15.341,;
7,18.444,16.906,16.564,18.055,;
8,18.444,16.448,16.424,17.98,;
9,18.444,16.075,16.293,17.905,;
0,16.084,13.591,13.862,15.132,;
1,16.037,13.476,13.741,15.036,;
2,13.577,11.751,12.089,12.927,;
3,13.685,12.368,12.331,13.078,;
4,13.735,12.602,12.383,13.139,;
5,16.326,14.729,14.412,15.492,;
6,16.223,14.433,14.163,15.34,;
7,18.444,16.911,16.562,18.059,;
8,18.444,16.443,16.413,17.98,;
9,18.444,16.062,16.288,17.911,;
0,16.086,13.588,13.862,15.129,;
1,16.03,13.474,13.739,15.032,;
2,13.575,11.755,12.088,12.923,;
3,13.684,12.369,12.334,13.078,;
4,13.735,12.607,12.381,13.144,;
5,16.326,14.732,14.416,15.504,;
6,16.225,14.442,14.166,15.336,;
7,18.444,16.904,16.561,18.059,;
8,18.444,16.456,16.422,17.982,;
9,18.444,16.064,16.298,17.914,;
0,16.093,13.592,13.871,15.13,;
1,16.036,13.475,13.743,15.034,;
2,13.577,11.752,12.088,12.922,;
3,13.692,12.368,12.332,13.081,;
4,13.731,12.602,12.378,13.145,;
5,16.324,14.733,14.42,15.494,;
6,16.223,14.426,14.164,15.34,;
7,18.444,16.915,16.571,18.06,;
8,18.444,16.454,16.418,17.978,;
9,18.444,16.067,16.296,17.915,;
0,16.088,13.594,13.865,15.126,;
1,16.034,13.479,13.749,15.037,;
2,13.577,11.75,12.087,12.927,;
3,13.677,12.37,12.332,13.077,;
4,13.733,12.604,12.386,13.146,;
5,16.322,14.733,14.416,15.49,;
6,16.217,14.428,14.167,15.341,;
7,18.444,16.918,16.568,18.059,;
8,18.444,16.456,16.432,17.978,;
9,18.444,16.081,16.317,17.913,;
0,16.086,13.599,13.872,15.13,;
1,16.033,13.477,13.746,15.041,;
2,13.58,11.756,12.085,12.926,;
3,13.684,12.368,12.331,13.08,;
4,13.732,12.606,12.383,13.143,;
5,16.315,14.724,14.417,15.498,;
6,16.224,14.435,14.161,15.336,;
7,18.444,16.91,16.574,18.07,;
8,18.444,16.445,16.422,17.98,;
9,18.444,16.074,16.314,17.914,;
0,16.086,13.594,13.871,15.132,;
1,16.035,13.479,13.746,15.037,;
2,13.579,11.753,12.088,12.923,;
3,13.678,12.372,12.332,13.082,;
4,13.739,12.605,12.389,13.141,;
5,16.325,14.734,14.424,15.504,;
6,16.223,14.429,14.167,15.343,;
7,18.444,16.925,16.571,18.06,;
8,18.444,16.455,16.426,17.984,;
9,18.444,16.075,16.316,17.911,;
0,16.099,13.59,13.869,15.135,;
1,16.037,13.484,13.748,15.036,;
2,13.577,11.757,12.09,12.925,;
3,13.685,12.367,12.337,13.079,;
4,13.733,12.606,12.383,13.144,;
5,16.324,14.738,14.429,15.494,;
6,16.227,14.424,14.173,15.338,;
7,18.444,16.918,16.577,18.062,;
8,18.444,16.458,16.427,17.984,;
9,18.444,16.071,16.319,17.915,;
0,16.088,13.592,13.875,15.128,;
1,16.038,13.493,13.749,15.036,;
2,13.577,11.758,12.087,12.927,;
3,13.684,12.372,12.336,13.078,;
4,13.727,12.605,12.39,13.145,;
5,16.328,14.739,14.42,15.493,;
6,16.224,14.43,14.172,15.345,;
7,18.444,16.92,16.57,18.053,;
8,18.444,16.455,16.436,17.988,;
9,18.444,16.077,16.322,17.912,;
0,16.098,13.593,13.872,15.133,;
1,16.035,13.474,13.752,15.039,;
2,13.579,11.76,12.09,12.928,;
3,13.685,12.372,12.334,13.081,;
4,13.733,12.602,12.389,13.143,;
5,16.327,14.74,14.43,15.495,;
6,16.218,14.442,14.168,15.346,;
7,18.444,16.925,16.576,18.061,;
8,18.444,16.458,16.439,17.982,;
9,18.444,16.067,16.319,17.917,;
0,16.092,13.6,13.87,15.131,;
1,16.04,13.477,13.752,15.032,;
2,13.579,11.758,12.091,12.926,;
3,13.686,12.373,12.334,13.079,;
4,13.742,12.604,12.39,13.147,;
5,16.324,14.733,14.428,15.509,;
6,16.216,14.433,14.173,15.347,;
7,18.444,16.92,16.579,18.06,;
8,18.444,16.457,16.439,17.985,;
9,18.444,16.08,16.32,17.916,;
0,16.094,13.598,13.876,15.134,;
1,16.038,13.475,13.754,15.033,;
2,13.582,11.755,12.091,12.92,;
3,13.685,12.369,12.337,13.081,;
4,13.731,12.606,12.393,13.14,;
5,16.318,14.733,14.428,15.5,;
6,16.223,14.443,14.169,15.342,;
7,18.444,16.927,16.582,18.072,;
8,18.444,16.467,16.443,17.982,;
9,18.444,16.086,16.325,17.921,;
0,16.09,13.597,13.882,15.135,;
1,16.04,13.481,13.754,15.033,;
2,13.579,11.764,12.097,12.926,;
3,13.683,12.373,12.338,13.079,;
4,13.735,12.608,12.39,13.148,;
5,16.328,14.733,14.426,15.497,;
6,16.227,14.432,14.18,15.339,;
7,18.444,16.924,16.579,18.06,;
8,18.444,16.464,16.441,17.984,;
9,18.444,16.078,16.328,17.917,;
0,16.093,13.61,13.886,15.126,;
1,16.041,13.483,13.758,15.038,;
2,13.584,11.761,12.095,12.927,;
3,13.685,12.374,12.341,13.081,;
4,13.738,12.607,12.389,13.145,;
5,16.323,14.739,14.424,15.499,;
6,16.225,14.445,14.177,15.345,;
7,18.444,16.924,16.578,18.062,;
8,18.444,16.469,16.438,17.979,;
9,18.444,16.079,16.33,17.924,;
0,16.095,13.608,13.88,15.13,;
1,16.046,13.484,13.759,15.04,;
2,13.579,11.764,12.095,12.931,;
3,13.685,12.374,12.341,13.081,;
4,13.737,12.607,12.39,13.14,;
5,16.321,14.746,14.437,15.494,;
6,16.224,14.43,14.181,15.338,;
7,18.444,16.924,16.584,18.064,;
8,18.444,16.467,16.438,17.986,;
9,18.444,16.083,16.327,17.918,;
0,16.094,13.603,13.878,15.14,;
1,16.041,13.481,13.754,15.04,;
2,13.584,11.764,12.097,12.924,;
3,13.685,12.374,12.336,13.087,;
4,13.739,12.608,12.397,13.145,;
5,16.325,14.739,14.428,15.499,;
6,16.227,14.441,14.175,15.341,;
7,18.444,16.931,16.581,18.066,;
8,18.444,16.467,16.437,17.985,;
9,18.444,16.087,16.335,17.92,;
0,16.088,13.607,13.884,15.13,;
1,16.043,13.485,13.767,15.045,;
2,13.582,11.764,12.097,12.927,;
3,13.692,12.375,12.342,13.086,;
4,13.737,12.608,12.395,13.15,;
5,16.329,14.734,14.435,15.496,;
6,16.228,14.443,14.182,15.347,;
7,18.444,16.927,16.584,18.061,;
8,18.444,16.469,16.44,17.987,;
9,18.444,16.086,16.333,17.912,;
0,16.1,13.602,13.883,15.134,;
1,16.041,13.488,13.769,15.034,;
2,13.582,11.76,12.101,12.925,;
3,13.687,12.378,12.34,13.082,;
4,13.735,12.609,12.392,13.146,;
5,16.319,14.744,14.434,15.5,;
6,16.228,14.438,14.181,15.348,;
7,18.444,16.929,16.592,18.058,;
8,18.444,16.471,16.447,17.985,;
9,18.444,16.094,16.336,17.92,;
0,16.095,13.604,13.888,15.135,;
1,16.042,13.483,13.759,15.044,;
2,13.579,11.764,12.095,12.929,;
3,13.683,12.381,12.339,13.079,;
4,13.735,12.611,12.396,13.145,;
5,16.324,14.736,14.43,15.491,;
6,16.227,14.45,14.185,15.34,;
7,18.444,16.93,16.587,18.06,;
8,18.444,16.475,16.446,17.988,;
9,18.444,16.098,16.333,17.919,;
0,16.103,13.611,13.888,15.139,;
1,16.039,13.501,13.761,15.042,;
2,13.577,11.77,12.096,12.927,;
3,13.686,12.373,12.345,13.079,;
4,13.735,12.611,12.396,13.149,;
5,16.322,14.738,14.437,15.499,;
6,16.231,14.452,14.181,15.353,;
7,18.444,16.924,16.591,18.069,;
8,18.444,16.473,16.451,17.991,;
9,18.444,16.097,16.335,17.921,;
0,16.094,13.61,13.884,15.14,;
1,16.041,13.494,13.771,15.042,;
2,13.59,11.763,12.101,12.933,;
3,13.682,12.375,12.344,13.081,;
4,13.736,12.61,12.397,13.148,;
5,16.321,14.734,14.438,15.5,;
6,16.227,14.443,14.186,15.354,;
7,18.444,16.94,16.586,18.068,;
8,18.444,16.479,16.455,17.989,;
9,18.444,16.106,16.337,17.916,;
0,16.088,13.608,13.894,15.141,;
1,16.041,13.495,13.759,15.043,;
2,13.582,11.77,12.102,12.927,;
3,13.685,12.376,12.344,13.084,;
4,13.736,12.611,12.399,13.147,;
5,16.336,14.742,14.436,15.502,;
6,16.226,14.442,14.183,15.345,;
7,18.444,16.931,16.598,18.062,;
8,18.444,16.467,16.442,17.986,;
9,18.444,16.109,16.335,17.916,;
0,16.097,13.627,13.896,15.142,;
1,16.045,13.488,13.77,15.045,;
2,13.582,11.772,12.095,12.928,;
3,13.688,12.381,12.341,13.083,;
4,13.744,12.613,12.397,13.151,;
5,16.32,14.742,14.437,15.502,;
6,16.222,14.454,14.184,15.346,;
7,18.444,16.938,16.594,18.068,;
8,18.444,16.474,16.451,17.993,;
9,18.444,16.096,16.341,17.927,;
0,16.096,13.622,13.888,15.146,;
1,16.042,13.494,13.768,15.05,;
2,13.584,11.772,12.099,12.931,;
3,13.686,12.381,12.343,13.081,;
4,13.737,12.61,12.397,13.148,;
5,16.327,14.739,14.435,15.504,;
6,16.224,14.445,14.185,15.347,;
7,18.444,16.945,16.595,18.074,;
8,18.444,16.485,16.455,17.991,;
9,18.444,16.102,16.341,17.914,;
0,16.095,13.613,13.888,15.144,;
1,16.041,13.507,13.763,15.041,;
2,13.58,11.771,12.103,12.923,;
3,13.681,12.379,12.346,13.083,;
4,13.733,12.615,12.398,13.148,;
5,16.326,14.746,14.437,15.515,;
6,16.231,14.447,14.187,15.351,;
7,18.444,16.94,16.597,18.077,;
8,18.444,16.476,16.458,17.994,;
9,18.444,16.104,16.348,17.923,;
0,16.094,13.614,13.893,15.139,;
1,16.045,13.511,13.765,15.048,;
2,13.581,11.768,12.106,12.93,;
3,13.689,12.383,12.346,13.087,;
4,13.735,12.615,12.4,13.154,;
5,16.323,14.749,14.448,15.506,;
6,16.23,14.457,14.189,15.348,;
7,18.444,16.935,16.597,18.062,;
8,18.444,16.484,16.46,17.991,;
9,18.444,16.101,16.352,17.923,;
0,16.1,13.628,13.897,15.141,;
1,16.041,13.511,13.777,15.048,;
2,13.591,11.775,12.098,12.927,;
3,13.692,12.383,12.344,13.084,;
4,13.735,12.617,12.397,13.145,;
5,16.328,14.75,14.439,15.506,;
6,16.228,14.455,14.189,15.347,;
7,18.444,16.946,16.606,18.071,;
8,18.444,16.486,16.458,17.992,;
